ticker,marketCap
KVHI,192874567.58
KVSA,404495100.0
KWE,10018162.5
KXIN,62443928.5845
KYCH,152863200.0
KZR,471808607.1
LAB,93569802.74
LABP,21415601.48
LAKE,97647279.24
LARK,117212249.3
LASE,16150754.849999998
LASR,463491643.23
LATG,167050000.0
LAZY,129917547.99
LBBB,93060470.0
LBPH,72820930.5
LCAA,361717279.2
LCFY,7297988.4
LCNB,203321297.65500003
LCUT,168772735.56
LDHA,289512500.0
LE,265668048.1
LEDS,8794869.72
LEE,111147574.6935
LEGA,435562500.0
LEGH,455172273.0
LEXX,15126841.8162
LFAC,332817187.5
LFCR,196018904.95
LFLY,23224632.9968
LFMD,59439999.15
LFVN,47602532.65
LGHL,37850439.1617
LGMK,4373027.2287
LGO,345627000.0
LGST,495151329.89
LGVC,357103163.25
LGVN,71111569.6365
LHDX,21314450.85
LIBY,152331910.5
LIDR,86875080.0408
LIFE,67881953.88
LILM,445624347.36
LINC,155433033.6
LIND,430443687.6
LINK,51513524.4
LION,163294750.0
LIPO,17806229.5
LIQT,16410406.25464
LITM,40244666.6616
LITT,424044934.9182
LIVB,128570024.25
LIVE,96545134.64
LIXT,8453139.9254
LJAQ,76680241.0
LKCO,76386546.5088
LMB,114452511.3
LMDX,285967352.78325
LMFA,7369407.848817
LMNL,10132291.584
LMNR,220346564.9
LMST,186770689.35
LNKB,136847102.4
LNSR,31416416.4
LOAN,62235931.219
LOCO,364934442.7
LOOP,115246149.57
LOVE,331499084.44
LPCN,36289424.31
LPTH,32769246.62
LPTX,42084084.8
LQDA,391484352.57
LRFC,60321263.0
LRMR,173725838.0
LSAK,260827494.40000004
LSBK,69316215.115
LSEA,219901730.91
LSTA,20356581.56
LTBR,45756092.95
LTCH,104994322.375
LTRN,67096507.2
LTRPA,50851122.71985
LTRX,154019422.0
LTRY,9136943.82
LUCD,55533707.9
LUCY,9426232.53
LUMO,33239298.2698
LUNA,300116915.85
LUNG,279820808.52000004
LUXH,46210944.2664
LVAC,147631250.0
LVLU,96380173.83
LVO,57282954.260000005
LVOX,275136158.0
LVRA,341819503.2
LVTX,93852040.59
LWAY,86690447.15939999
LXRX,368015198.85
LYLT,60545355.18
LYRA,98345454.72
LYT,21568881.726
LYTS,338328853.8
MACA,150184050.0
MACK,154754204.22
MAPS,93226279.7
MAQC,89862913.6
MARA,394342725.375
MARK,125977600.0
MARPS,13780000.0
MASS,234663501.6
MATH,13839211.879499998
MAYS,96354284.0
MBCN,217325213.28
MBIO,40260645.395406
MBOT,25052743.9
MBRX,31776887.970000003
MBTC,56433118.368
MCAA,298712500.0
MCAC,117542636.2
MCAE,71427480.92
MCAF,76330750.0
MCBC,373284484.7
MCFT,462735706.25
MCHX,70883579.3808
MCLD,20456990.4
MCVT,13329224.525
MDIA,27837350.24
MDJH,18563593.44
MDNA,33210108.9661
MDRR,12033563.43
MDVL,23157219.8528
