ticker,marketCap
FCUV,279033165.15000004
FDBC,265435770.58
FDMT,719434715.38
FDUS,465043722.0
FEAM,345846675.36
FEIM,65873204.85
FELE,3693903166.25
FEMY,10632249.0
FENC,252102163.2
FEXD,147933125.0
FFBC,2297963629.15
FFBW,64485550.70999999
FFIC,577629679.14
FFIE,172781148.808
FFIN,4906873310.4
FFIV,8663499221.1
FFNW,136731373.1
FFWM,808035325.43
FGBI,251308866.2
FGEN,1505202161.76
FGF,26773014.0
FGI,20425000.0
FGMC,103507472.5
FHB,3324802407.3599997
FHLT,
FHTX,266696300.64
FIAC,292675000.0
FIBK,4036904030.1499996
FICV,250500000.0
FINM,524227500.00000006
FINW,118994305.82
FIP,293271586.15000004
FISI,373561403.88
FISV,64182287641.31999
FITB,22417869758.870003
FIVE,9818706350.300001
FIVN,4784496036.84
FIXX,72425568.6
FIZZ,4343712577.38
FKWL,52111888.8
FLEX,9716743738.68
FLFV,129948446.25
FLGC,20456567.1444
FLGT,900101661.4200001
FLIC,407854476.0
FLL,258681111.67999998
FLNC,1987098658.6499999
FLNT,87146745.87
FLUX,63634756.82
FLWS,617868038.88
FLXS,81210206.0
FLYW,2667217642.65
FMAO,369828774.18
FMBH,656461412.88
FMIV,431329277.47999996
FMNB,480922356.84
FNCB,161583694.67000002
FNCH,22990884.0
FNGR,128800944.35000001
FNKO,514774101.54
FNLC,330598887.18
FNVT,222770250.0
FNWB,152817515.51999998
FNWD,155580323.8
FOCS,2454823285.6400003
FOLD,3430341465.8700004
FONR,111652116.5
FORA,88879826.49
FORD,10780559.7275
FORM,1712268039.69
FORR,681299520.0
FOSL,223415125.35999998
FOX,15439632407.9
FOXA,16481604085.34
FOXF,3856060649.4900002
FOXW,28708144.92
